,reactKey,timeStr,type,time,overloadTime,profileUrl,overloadTimeStr,isHome,injuredPlayerOut,swap,player.id,player.profileUrl,ownGoal,suffix,isPenaltyShootoutEvent,nameStr,firstName,lastName,playerId,newScore,penShootoutScore,assistStr,assistProfileUrl,player.name,assistPlayerId,match_id,teamid,card,halfStrShort,eventId
0,56SubstitutionNaN198474false,56,Substitution,56,,/players/NaN/,False,False,False,"[{'name': 'Michael Stephens', 'id': '198474', 'profileUrl': '/players/198474/michael-stephens'}, {'name': 'Matt Watson', 'id': '309553', 'profileUrl': '/players/309553/matt-watson'}]",,/players/undefined/,,,,,,,,,,,,,,1883624,6397.0,,,
1,63SubstitutionNaN621511false,63,Substitution,63,,/players/NaN/,False,False,False,"[{'name': 'Matt Polster', 'id': '621511', 'profileUrl': '/players/621511/matt-polster'}, {'name': 'Chris Ritter', 'id': '534493', 'profileUrl': '/players/534493/chris-ritter'}]",,/players/undefined/,,,,,,,,,,,,,,1883624,6397.0,,,
2,63SubstitutionNaN168717true,63,Substitution,63,,/players/NaN/,False,True,False,"[{'name': 'Baggio Husidic', 'id': '168717', 'profileUrl': '/players/168717/baggio-husidic'}, {'name': 'Kenny Walker', 'id': '307969', 'profileUrl': '/players/307969/kenny-walker'}]",,/players/undefined/,,,,,,,,,,,,,,1883624,6637.0,,,
3,64Goal0undefinedtrue,64,Goal,64,,/players/0/jose-villareal,False,True,,,0.0,/players/0/jose-villareal,,,False,Jose Villareal,Jose,Villareal,0.0,"[1, 0]",,,,Jose Villareal,,1883624,6637.0,,,
4,70SubstitutionNaN70252true,70,Substitution,70,,/players/NaN/,False,True,False,"[{'name': 'Alan Gordon', 'id': '70252', 'profileUrl': '/players/70252/alan-gordon'}, {'name': 'Jose Villareal', 'id': '307968', 'profileUrl': '/players/307968/jose-villareal'}]",,/players/undefined/,,,,,,,,,,,,,,1883624,6637.0,,,
5,71SubstitutionNaN24501false,71,Substitution,71,,/players/NaN/,False,False,False,"[{'name': 'Guilherme Do Prado', 'id': '24501', 'profileUrl': '/players/24501/guilherme-do-prado'}, {'name': 'Kennedy Igboananike', 'id': '169566', 'profileUrl': '/players/169566/kennedy-igboananike'}]",,/players/undefined/,,,,,,,,,,,,,,1883624,6397.0,,,
6,82Goal0undefinedtrue,82,Goal,82,,/players/0/robbie-keane,False,True,,,0.0,/players/0/robbie-keane,,,False,Robbie Keane,Robbie,Keane,0.0,"[2, 0]",,assist by Baggio Husidic,/players/0/baggio-husidic,Robbie Keane,0.0,1883624,6637.0,,,
7,83SubstitutionNaN168189true,83,Substitution,83,,/players/NaN/,False,True,False,"[{'name': 'Adolph Joseph Delagarza', 'id': '168189', 'profileUrl': '/players/168189/adolph-joseph-delagarza'}, {'name': 'Dan Gargan', 'id': '69424', 'profileUrl': '/players/69424/dan-gargan'}]",,/players/undefined/,,,,,,,,,,,,,,1883624,6637.0,,,
0,58Goal0undefinedtrue,58,Goal,58,,/players/0/jairo-arrieta,False,True,,,0.0,/players/0/jairo-arrieta,,,False,Jairo Arrieta,Jairo,Arrieta,0.0,"[1, 0]",,assist by Chris Rolfe,/players/0/chris-rolfe,Jairo Arrieta,0.0,1883625,6602.0,,,
1,66SubstitutionNaN210961true,66,Substitution,66,,/players/NaN/,False,True,False,"[{'name': 'Conor Doyle', 'id': '210961', 'profileUrl': '/players/210961/conor-doyle'}, {'name': 'Chris Pontius', 'id': '168387', 'profileUrl': '/players/168387/chris-pontius'}]",,/players/undefined/,,,,,,,,,,,,,,1883625,6602.0,,,
2,71SubstitutionNaN619582false,71,Substitution,71,,/players/NaN/,False,False,False,"[{'name': 'Cameron Porter', 'id': '619582', 'profileUrl': '/players/619582/cameron-porter'}, {'name': 'Jack McInerney', 'id': '198399', 'profileUrl': '/players/198399/jack-mcinerney'}]",,/players/undefined/,,,,,,,,,,,,,,1883625,307692.0,,,
3,76SubstitutionNaN198431false,76,Substitution,76,,/players/NaN/,False,False,False,"[{'name': 'Eric Alexander', 'id': '198431', 'profileUrl': '/players/198431/eric-alexander'}, {'name': 'Ignacio Piatti', 'id': '26349', 'profileUrl': '/players/26349/ignacio-piatti'}]",,/players/undefined/,,,,,,,,,,,,,,1883625,307692.0,,,
4,77SubstitutionNaN619878true,77,Substitution,77,,/players/NaN/,False,True,False,"[{'name': 'Miguel Aguilar', 'id': '619878', 'profileUrl': '/players/619878/miguel-aguilar'}, {'name': 'Chris Rolfe', 'id': '21515', 'profileUrl': '/players/21515/chris-rolfe'}]",,/players/undefined/,,,,,,,,,,,,,,1883625,6602.0,,,
5,86SubstitutionNaN69702false,86,Substitution,86,,/players/NaN/,False,False,False,"[{'name': 'Dominic Oduro', 'id': '69702', 'profileUrl': '/players/69702/dominic-oduro'}, {'name': 'Justin Mapp', 'id': '49553', 'profileUrl': '/players/49553/justin-mapp'}]",,/players/undefined/,,,,,,,,,,,,,,1883625,307692.0,,,
6,90SubstitutionNaN254845true,90,Substitution,90,,/players/NaN/,False,True,False,"[{'name': 'Michael Farfan', 'id': '254845', 'profileUrl': '/players/254845/michael-farfan'}, {'name': 'Jairo Arrieta', 'id': '51960', 'profileUrl': '/players/51960/jairo-arrieta'}]",,/players/undefined/,,,,,,,,,,,,,,1883625,6602.0,,,
0,46SubstitutionNaN114339true,46,Substitution,46,,/players/NaN/,False,True,False,"[{'name': 'Cristian Maidana', 'id': '114339', 'profileUrl': '/players/114339/cristian-maidana'}, {'name': 'Charles Sapong', 'id': '254991', 'profileUrl': '/players/254991/charles-sapong'}]",,/players/undefined/,,,,,,,,,,,,,,1883631,191716.0,,,
1,55SubstitutionNaN431655false,55,Substitution,55,,/players/NaN/,False,False,False,"[{'name': 'Dillon Powers', 'id': '431655', 'profileUrl': '/players/431655/dillon-powers'}, {'name': 'Vicente Sanchez', 'id': '2862', 'profileUrl': '/players/2862/vicente-sanchez'}]",,/players/undefined/,,,,,,,,,,,,,,1883631,8314.0,,,
2,68Card0undefinedfalse,68,Card,68,,/players/0/bobby-burling,False,False,,,0.0,/players/0/bobby-burling,,,,Bobby Burling,,,,,,,,Bobby Burling,,1883631,8314.0,YellowRed,,
3,74SubstitutionNaN342533false,74,Substitution,74,,/players/NaN/,False,False,False,"[{'name': ""Shane O'Neill"", 'id': '342533', 'profileUrl': '/players/342533/shane-oneill'}, {'name': 'Gabriel Torres', 'id': '118548', 'profileUrl': '/players/118548/gabriel-torres'}]",,/players/undefined/,,,,,,,,,,,,,,1883631,8314.0,,,
4,85SubstitutionNaN254852true,85,Substitution,85,,/players/NaN/,False,True,False,"[{'name': 'Zach Pfeffer', 'id': '254852', 'profileUrl': '/players/254852/zach-pfeffer'}, {'name': 'Vincent Nogueira', 'id': '94325', 'profileUrl': '/players/94325/vincent-nogueira'}]",,/players/undefined/,,,,,,,,,,,,,,1883631,191716.0,,,
5,85SubstitutionNaN30383true,85,Substitution,85,,/players/NaN/,False,True,False,"[{'name': 'Conor Casey', 'id': '30383', 'profileUrl': '/players/30383/conor-casey'}, {'name': 'Sebastien Le Toux', 'id': '168057', 'profileUrl': '/players/168057/sebastien-le-toux'}]",,/players/undefined/,,,,,,,,,,,,,,1883631,191716.0,,,
6,88SubstitutionNaN431650false,88,Substitution,88,,/players/NaN/,False,False,False,"[{'name': 'Deshorn Brown', 'id': '431650', 'profileUrl': '/players/431650/deshorn-brown'}, {'name': 'Dominique Badji', 'id': '621537', 'profileUrl': '/players/621537/dominique-badji'}]",,/players/undefined/,,,,,,,,,,,,,,1883631,8314.0,,,
0,19Goal0undefinedtrue,19,Goal,19,,/players/0/octavio-rivero,False,True,,,0.0,/players/0/octavio-rivero,,,False,Octavio Rivero,Octavio,Rivero,0.0,"[1, 0]",,assist by Pa Modou Kah,/players/0/pa-modou-kah,Octavio Rivero,0.0,1883626,307691.0,,,
1,32Goal0undefinedfalse,32,Goal,32,,/players/0/jozy-altidore,False,False,,,0.0,/players/0/jozy-altidore,,,False,Jozy Altidore,Jozy,Altidore,0.0,"[1, 1]",,assist by Sebastian Giovinco,/players/0/sebastian-giovinco,Jozy Altidore,0.0,1883626,56453.0,,,
2,59Goal0undefinedfalse,59,Goal,59,,/players/0/robbie-findley,False,False,,,0.0,/players/0/robbie-findley,,,False,Robbie Findley,Robbie,Findley,0.0,"[1, 2]",,assist by Justin Morrow,/players/0/justin-morrow,Robbie Findley,0.0,1883626,56453.0,,,
3,64SubstitutionNaN254867true,64,Substitution,64,,/players/NaN/,False,True,False,"[{'name': 'Gershon Koffie', 'id': '254867', 'profileUrl': '/players/254867/gershon-koffie'}, {'name': 'Russell Teibert', 'id': '255653', 'profileUrl': '/players/255653/russell-teibert'}]",,/players/undefined/,,,,,,,,,,,,,,1883626,307691.0,,,
4,65SubstitutionNaN309555true,65,Substitution,65,,/players/NaN/,False,True,False,"[{'name': 'Darren Mattocks', 'id': '309555', 'profileUrl': '/players/309555/darren-mattocks'}, {'name': 'Mauro Rosales', 'id': '30540', 'profileUrl': '/players/30540/mauro-rosales'}]",,/players/undefined/,,,,,,,,,,,,,,1883626,307691.0,,,
5,77SubstitutionNaN198451false,77,Substitution,77,,/players/NaN/,False,False,False,"[{'name': 'Collen Warner', 'id': '198451', 'profileUrl': '/players/198451/collen-warner'}, {'name': 'Robbie Findley', 'id': '70246', 'profileUrl': '/players/70246/robbie-findley'}]",,/players/undefined/,,,,,,,,,,,,,,1883626,56453.0,,,
6,80SubstitutionNaN23788false,80,Substitution,80,,/players/NaN/,False,False,False,"[{'name': 'Luke Moore', 'id': '23788', 'profileUrl': '/players/23788/luke-moore'}, {'name': 'Sebastian Giovinco', 'id': '96540', 'profileUrl': '/players/96540/sebastian-giovinco'}]",,/players/undefined/,,,,,,,,,,,,,,1883626,56453.0,,,
7,83SubstitutionNaN432175true,83,Substitution,83,,/players/NaN/,False,True,False,"[{'name': 'Erik Hurtado', 'id': '432175', 'profileUrl': '/players/432175/erik-hurtado'}, {'name': 'Matias Laba', 'id': '209306', 'profileUrl': '/players/209306/matias-laba'}]",,/players/undefined/,,,,,,,,,,,,,,1883626,307691.0,,,
8,89Goal0undefinedfalse,89,Goal,89,,/players/0/jozy-altidore,False,False,,,0.0,/players/0/jozy-altidore,,(Pen),False,"Jozy Altidore, Penalty",Jozy,Altidore,0.0,"[1, 3]",,,,Jozy Altidore,,1883626,56453.0,,,
0,60SubstitutionNaN432968false,60,Substitution,60,,/players/NaN/,False,False,False,"[{'name': 'Adam Jahn', 'id': '432968', 'profileUrl': '/players/432968/adam-jahn'}, {'name': 'Jeffrey Koval', 'id': '526967', 'profileUrl': '/players/526967/jeffrey-koval'}]",,/players/undefined/,,,,,,,,,,,,,,1883633,6603.0,,,
1,75SubstitutionNaN521250true,75,Substitution,75,,/players/NaN/,False,True,False,"[{'name': 'Michael Barrios', 'id': '521250', 'profileUrl': '/players/521250/michael-barrios'}, {'name': 'Ryan Hollingshead', 'id': '525623', 'profileUrl': '/players/525623/ryan-hollingshead'}]",,/players/undefined/,,,,,,,,,,,,,,1883633,7949.0,,,
2,81SubstitutionNaN621890false,81,Substitution,81,,/players/NaN/,False,False,False,"[{'name': 'Fatai Alashe', 'id': '621890', 'profileUrl': '/players/621890/fatai-alashe'}, {'name': 'Matias Perez Garcia', 'id': '18382', 'profileUrl': '/players/18382/matias-perez-garcia'}]",,/players/undefined/,,,,,,,,,,,,,,1883633,6603.0,,,
3,86SubstitutionNaN39561true,86,Substitution,86,,/players/NaN/,False,True,False,"[{'name': 'Michel', 'id': '39561', 'profileUrl': '/players/39561/michel'}, {'name': 'Mauro Diaz', 'id': '163806', 'profileUrl': '/players/163806/mauro-diaz'}]",,/players/undefined/,,,,,,,,,,,,,,1883633,7949.0,,,
4,89SubstitutionNaN177688false,89,Substitution,89,,/players/NaN/,False,False,False,"[{'name': 'Innocent Emeghara', 'id': '177688', 'profileUrl': '/players/177688/innocent-emeghara'}, {'name': 'Shea Salinas', 'id': '120008', 'profileUrl': '/players/120008/shea-salinas'}]",,/players/undefined/,,,,,,,,,,,,,,1883633,6603.0,,,
5,89SubstitutionNaN431956true,89,Substitution,89,,/players/NaN/,False,True,False,"[{'name': 'Walker Zimmerman', 'id': '431956', 'profileUrl': '/players/431956/walker-zimmerman'}, {'name': 'Atiba Harris', 'id': '70329', 'profileUrl': '/players/70329/atiba-harris'}]",,/players/undefined/,,,,,,,,,,,,,,1883633,7949.0,,,
6,90Goal0undefinedtrue,90,Goal,90,,/players/0/blas-perez,False,True,,,0.0,/players/0/blas-perez,,,False,Blas Perez,Blas,Perez,0.0,"[1, 0]",,assist by Moises Hernandez,/players/0/moises-hernandez,Blas Perez,0.0,1883633,7949.0,,,
0,57SubstitutionNaN426408true,57,Substitution,57,,/players/NaN/,False,True,False,"[{'name': 'Leonel Ariel Miranda', 'id': '426408', 'profileUrl': '/players/426408/leonel-ariel-miranda'}, {'name': 'Will Bruin', 'id': '254828', 'profileUrl': '/players/254828/will-bruin'}]",,/players/undefined/,,,,,,,,,,,,,,1883630,8259.0,,,
1,65Goal0undefinedtrue,65,Goal,65,,/players/0/giles-barnes,False,True,,,0.0,/players/0/giles-barnes,,,False,Giles Barnes,Giles,Barnes,0.0,"[1, 0]",,assist by Kofi Sarkodie,/players/0/kofi-sarkodie,Giles Barnes,0.0,1883630,8259.0,,,
2,75SubstitutionNaN254855false,75,Substitution,75,,/players/NaN/,False,False,False,"[{'name': 'Hector Jimenez', 'id': '254855', 'profileUrl': '/players/254855/hector-jimenez'}, {'name': 'Federico Higuain', 'id': '36098', 'profileUrl': '/players/36098/federico-higuain'}]",,/players/undefined/,,,,,,,,,,,,,,1883630,6001.0,,,
3,80SubstitutionNaN308048false,80,Substitution,80,,/players/NaN/,False,False,False,"[{'name': 'Aaron Schoenfeld', 'id': '308048', 'profileUrl': '/players/308048/aaron-schoenfeld'}, {'name': 'Tony Tchani', 'id': '198445', 'profileUrl': '/players/198445/tony-tchani'}]",,/players/undefined/,,,,,,,,,,,,,,1883630,6001.0,,,
4,80SubstitutionNaN308896false,80,Substitution,80,,/players/NaN/,False,False,False,"[{'name': 'Ben Speas', 'id': '308896', 'profileUrl': '/players/308896/ben-speas'}, {'name': 'Kristinn Steindorsson', 'id': '91935', 'profileUrl': '/players/91935/kristinn-steindorsson'}]",,/players/undefined/,,,,,,,,,,,,,,1883630,6001.0,,,
5,90SubstitutionNaN307760true,90,Substitution,90,,/players/NaN/,False,True,False,"[{'name': 'Chandler Hoffman', 'id': '307760', 'profileUrl': '/players/307760/chandler-hoffman'}, {'name': 'Giles Barnes', 'id': '23019', 'profileUrl': '/players/23019/giles-barnes'}]",,/players/undefined/,,,,,,,,,,,,,,1883630,8259.0,,,
6,90SubstitutionNaN128292true,90,Substitution,90,,/players/NaN/,False,True,False,"[{'name': 'David Horst', 'id': '128292', 'profileUrl': '/players/128292/david-horst'}, {'name': 'Raul Rodriguez', 'id': '230993', 'profileUrl': '/players/230993/raul-rodriguez'}]",,/players/undefined/,,,,,,,,,,,,,,1883630,8259.0,,,
0,62SubstitutionNaN18646true,62,Substitution,62,,/players/NaN/,False,True,False,"[{'name': 'Gaston Fernandez', 'id': '18646', 'profileUrl': '/players/18646/gaston-fernandez'}, {'name': 'Dairon Asprilla', 'id': '425783', 'profileUrl': '/players/425783/dairon-asprilla'}]",,/players/undefined/,,,,,,,,,,,,,,1883632,307690.0,,,
1,64SubstitutionNaN525131false,64,Substitution,64,,/players/NaN/,False,False,False,"[{'name': 'Luke Mulholland', 'id': '525131', 'profileUrl': '/players/525131/luke-mulholland'}, {'name': 'Sebastian Jaime', 'id': '190670', 'profileUrl': '/players/190670/sebastian-jaime'}]",,/players/undefined/,,,,,,,,,,,,,,1883632,6606.0,,,
2,81SubstitutionNaN525124false,81,Substitution,81,,/players/NaN/,False,False,False,"[{'name': 'Jordan Allen', 'id': '525124', 'profileUrl': '/players/525124/jordan-allen'}, {'name': 'Olmes Garcia', 'id': '282272', 'profileUrl': '/players/282272/olmes-garcia'}]",,/players/undefined/,,,,,,,,,,,,,,1883632,6606.0,,,
3,82SubstitutionNaN264747true,82,Substitution,82,,/players/NaN/,False,True,False,"[{'name': 'Maximiliano Nicolas Urruti', 'id': '264747', 'profileUrl': '/players/264747/maximiliano-nicolas-urruti'}, {'name': 'Fanendo Adi', 'id': '253411', 'profileUrl': '/players/253411/fanendo-adi'}]",,/players/undefined/,,,,,,,,,,,,,,1883632,307690.0,,,
4,86SubstitutionNaN254862true,86,Substitution,86,,/players/NaN/,False,True,False,"[{'name': 'Michael Nanchoff', 'id': '254862', 'profileUrl': '/players/254862/michael-nanchoff'}, {'name': 'George Fochive', 'id': '525134', 'profileUrl': '/players/525134/george-fochive'}]",,/players/undefined/,,,,,,,,,,,,,,1883632,307690.0,,,
5,88SubstitutionNaN431994false,88,Substitution,88,,/players/NaN/,False,False,False,"[{'name': 'Devon Sandoval', 'id': '431994', 'profileUrl': '/players/431994/devon-sandoval'}, {'name': 'Luis Gil', 'id': '198448', 'profileUrl': '/players/198448/luis-gil'}]",,/players/undefined/,,,,,,,,,,,,,,1883632,6606.0,,,
0,62SubstitutionNaN621925false,62,Substitution,62,,/players/NaN/,False,False,False,"[{'name': 'Khiry Shelton', 'id': '621925', 'profileUrl': '/players/621925/khiry-shelton'}, {'name': 'Mehdi Ballouchy', 'id': '70321', 'profileUrl': '/players/70321/mehdi-ballouchy'}]",,/players/undefined/,,,,,,,,,,,,,,1883627,546238.0,,,
1,76Goal0undefinedfalse,76,Goal,76,,/players/0/mikkel-diskerud,False,False,,,0.0,/players/0/mikkel-diskerud,,,False,Mikkel Diskerud,Mikkel,Diskerud,0.0,"[0, 1]",,assist by David Villa,/players/0/david-villa,Mikkel Diskerud,0.0,1883627,546238.0,,,
2,80SubstitutionNaN562961true,80,Substitution,80,,/players/NaN/,False,True,False,"[{'name': 'Bryan Rochez', 'id': '562961', 'profileUrl': '/players/562961/bryan-rochez'}, {'name': 'Lewis Neal', 'id': '31934', 'profileUrl': '/players/31934/lewis-neal'}]",,/players/undefined/,,,,,,,,,,,,,,1883627,267810.0,,,
3,84Card0undefinedtrue,84,Card,84,,/players/0/aurelien-collin,False,True,,,0.0,/players/0/aurelien-collin,,,,Aurelien Collin,,,,,,,,Aurelien Collin,,1883627,267810.0,Red,,
4,88SubstitutionNaN309581false,88,Substitution,88,,/players/NaN/,False,False,False,"[{'name': 'Sebastian Velasquez', 'id': '309581', 'profileUrl': '/players/309581/sebastian-velasquez'}, {'name': 'Mikkel Diskerud', 'id': '122055', 'profileUrl': '/players/122055/mikkel-diskerud'}]",,/players/undefined/,,,,,,,,,,,,,,1883627,546238.0,,,
5,89SubstitutionNaN205866false,89,Substitution,89,,/players/NaN/,False,False,False,"[{'name': 'Javier Calle Estrada', 'id': '205866', 'profileUrl': '/players/205866/javier-calle-estrada'}, {'name': 'Adam Nemec', 'id': '12245', 'profileUrl': '/players/12245/adam-nemec'}]",,/players/undefined/,,,,,,,,,,,,,,1883627,546238.0,,,
6,90Goal0undefinedtrue,90,Goal,90,,/players/0/kaka,False,True,,,0.0,/players/0/kaka,,,False,Kaka,,Kaka,0.0,"[1, 1]",,,,Kaka,,1883627,267810.0,,,
7,90SubstitutionNaN34281true,90,Substitution,90,,/players/NaN/,False,True,False,"[{'name': 'Sean St. Ledger', 'id': '34281', 'profileUrl': '/players/34281/sean-st.-ledger'}, {'name': 'Carlos Rivas', 'id': '509314', 'profileUrl': '/players/509314/carlos-rivas'}]",,/players/undefined/,,,,,,,,,,,,,,1883627,267810.0,,,
0,49Goal0undefinedtrue,49,Goal,49,,/players/0/ikenna-ike-opara,False,True,,,0.0,/players/0/ikenna-ike-opara,,,False,Ikenna Ike Opara,Ikenna Ike,Opara,0.0,"[1, 0]",,assist by Benny Feilhaber,/players/0/benny-feilhaber,Ikenna Ike Opara,0.0,1883628,6604.0,,,
1,54Goal0undefinedfalse,54,Goal,54,,/players/0/lloyd-sam,False,False,,,0.0,/players/0/lloyd-sam,,,False,Lloyd Sam,Lloyd,Sam,0.0,"[1, 1]",,assist by Felipe Martins,/players/0/felipe-martins,Lloyd Sam,0.0,1883628,6514.0,,,
2,61SubstitutionNaN70366true,61,Substitution,61,,/players/NaN/,False,True,False,"[{'name': 'Paulo Nagamura', 'id': '70366', 'profileUrl': '/players/70366/paulo-nagamura'}, {'name': 'Bernardo Anor', 'id': '255000', 'profileUrl': '/players/255000/bernardo-anor'}]",,/players/undefined/,,,,,,,,,,,,,,1883628,6604.0,,,
3,68SubstitutionNaN95084false,68,Substitution,68,,/players/NaN/,False,False,False,"[{'name': 'Salvatore Zizzo', 'id': '95084', 'profileUrl': '/players/95084/salvatore-zizzo'}, {'name': 'Mike Grella', 'id': '164550', 'profileUrl': '/players/164550/mike-grella'}]",,/players/undefined/,,,,,,,,,,,,,,1883628,6514.0,,,
4,71Card0undefinedtrue,71,Card,71,,/players/0/matt-besler,False,True,,,0.0,/players/0/matt-besler,,,,Matt Besler,,,,,,,,Matt Besler,,1883628,6604.0,YellowRed,,
5,77SubstitutionNaN458324false,77,Substitution,77,,/players/NaN/,False,False,False,"[{'name': 'Matt Miazga', 'id': '458324', 'profileUrl': '/players/458324/matt-miazga'}, {'name': 'Ronald Zubar', 'id': '40022', 'profileUrl': '/players/40022/ronald-zubar'}]",,/players/undefined/,,,,,,,,,,,,,,1883628,6514.0,,,
6,77SubstitutionNaN69464true,77,Substitution,77,,/players/NaN/,False,True,False,"[{'name': 'Jacob Peterson', 'id': '69464', 'profileUrl': '/players/69464/jacob-peterson'}, {'name': 'Krisztian Nemeth', 'id': '12386', 'profileUrl': '/players/12386/krisztian-nemeth'}]",,/players/undefined/,,,,,,,,,,,,,,1883628,6604.0,,,
7,84SubstitutionNaN621938false,84,Substitution,84,,/players/NaN/,False,False,False,"[{'name': 'Anatole Abang', 'id': '621938', 'profileUrl': '/players/621938/anatole-abang'}, {'name': 'Felipe Martins', 'id': '166071', 'profileUrl': '/players/166071/felipe-martins'}]",,/players/undefined/,,,,,,,,,,,,,,1883628,6514.0,,,
8,85SubstitutionNaN525133true,85,Substitution,85,,/players/NaN/,False,True,False,"[{'name': 'Erik Palmer-Brown', 'id': '525133', 'profileUrl': '/players/525133/erik-palmer-brown'}, {'name': 'Graham Zusi', 'id': '168169', 'profileUrl': '/players/168169/graham-zusi'}]",,/players/undefined/,,,,,,,,,,,,,,1883628,6604.0,,,
0,24Goal0undefinedtrue,24,Goal,24,,/players/0/clint-dempsey,False,True,,,0.0,/players/0/clint-dempsey,,(Pen),False,"Clint Dempsey, Penalty",Clint,Dempsey,0.0,"[1, 0]",,,,Clint Dempsey,,1883629,130394.0,,,
1,40Goal0undefinedtrue,40,Goal,40,,/players/0/obafemi-martins,False,True,,,0.0,/players/0/obafemi-martins,,,False,Obafemi Martins,Obafemi,Martins,0.0,"[2, 0]",,assist by Tyrone Mears,/players/0/tyrone-mears,Obafemi Martins,0.0,1883629,130394.0,,,
2,57SubstitutionNaN95537false,57,Substitution,57,,/players/NaN/,False,False,False,"[{'name': 'Daigo Kobayashi', 'id': '95537', 'profileUrl': '/players/95537/daigo-kobayashi'}, {'name': 'Andy Dorman', 'id': '70273', 'profileUrl': '/players/70273/andy-dorman'}]",,/players/undefined/,,,,,,,,,,,,,,1883629,6580.0,,,
3,66Goal0undefinedtrue,66,Goal,66,,/players/0/clint-dempsey,False,True,,,0.0,/players/0/clint-dempsey,,,False,Clint Dempsey,Clint,Dempsey,0.0,"[3, 0]",,assist by Obafemi Martins,/players/0/obafemi-martins,Clint Dempsey,0.0,1883629,130394.0,,,
4,68SubstitutionNaN525650false,68,Substitution,68,,/players/NaN/,False,False,False,"[{'name': 'Sean Okoli', 'id': '525650', 'profileUrl': '/players/525650/sean-okoli'}, {'name': 'Juan Agudelo', 'id': '199297', 'profileUrl': '/players/199297/juan-agudelo'}]",,/players/undefined/,,,,,,,,,,,,,,1883629,6580.0,,,
5,77SubstitutionNaN525652false,77,Substitution,77,,/players/NaN/,False,False,False,"[{'name': 'Steve Neumann', 'id': '525652', 'profileUrl': '/players/525652/steve-neumann'}, {'name': 'Diego Fagundez', 'id': '254966', 'profileUrl': '/players/254966/diego-fagundez'}]",,/players/undefined/,,,,,,,,,,,,,,1883629,6580.0,,,
6,83SubstitutionNaN315232true,83,Substitution,83,,/players/NaN/,False,True,False,"[{'name': 'Andy Rose', 'id': '315232', 'profileUrl': '/players/315232/andy-rose'}, {'name': 'Lamar Neagle', 'id': '176712', 'profileUrl': '/players/176712/lamar-neagle'}]",,/players/undefined/,,,,,,,,,,,,,,1883629,130394.0,,,
7,90SubstitutionNaN525649true,90,Substitution,90,,/players/NaN/,False,True,False,"[{'name': 'Aaron Kovar', 'id': '525649', 'profileUrl': '/players/525649/aaron-kovar'}, {'name': 'Marco Pappa', 'id': '111199', 'profileUrl': '/players/111199/marco-pappa'}]",,/players/undefined/,,,,,,,,,,,,,,1883629,130394.0,,,
8,90SubstitutionNaN621946true,90,Substitution,90,,/players/NaN/,False,True,False,"[{'name': 'Cristian Roldan', 'id': '621946', 'profileUrl': '/players/621946/cristian-roldan'}, {'name': 'Gonzalo Pineda', 'id': '31008', 'profileUrl': '/players/31008/gonzalo-pineda'}]",,/players/undefined/,,,,,,,,,,,,,,1883629,130394.0,,,
0,53SubstitutionNaN254828true,53,Substitution,53,,/players/NaN/,False,True,False,"[{'name': 'Will Bruin', 'id': '254828', 'profileUrl': '/players/254828/will-bruin'}, {'name': 'Leonel Ariel Miranda', 'id': '426408', 'profileUrl': '/players/426408/leonel-ariel-miranda'}]",,/players/undefined/,,,,,,,,,,,,,,1894252,8259.0,,,
1,54SubstitutionNaN552928false,54,Substitution,54,,/players/NaN/,False,False,False,"[{'name': 'Pedro Ribeiro', 'id': '552928', 'profileUrl': '/players/552928/pedro-ribeiro'}, {'name': 'Carlos Rivas', 'id': '509314', 'profileUrl': '/players/509314/carlos-rivas'}]",,/players/undefined/,,,,,,,,,,,,,,1894252,267810.0,,,
2,74Goal0undefinedfalse,74,Goal,74,,/players/0/tyler-deric,False,False,,,0.0,/players/0/tyler-deric,True,(OG),False,Tyler Deric (OG),Tyler,Deric,0.0,"[0, 1]",,,,Tyler Deric,,1894252,267810.0,,,
3,82SubstitutionNaN115939false,82,Substitution,82,,/players/NaN/,False,False,False,"[{'name': 'Eric Avila', 'id': '115939', 'profileUrl': '/players/115939/eric-avila'}, {'name': 'Kaka', 'id': '41044', 'profileUrl': '/players/41044/kaka'}]",,/players/undefined/,,,,,,,,,,,,,,1894252,267810.0,,,
4,83SubstitutionNaN621875true,83,Substitution,83,,/players/NaN/,False,True,False,"[{'name': 'Rob Lovejoy', 'id': '621875', 'profileUrl': '/players/621875/rob-lovejoy'}, {'name': 'Boniek Garcia', 'id': '198744', 'profileUrl': '/players/198744/boniek-garcia'}]",,/players/undefined/,,,,,,,,,,,,,,1894252,8259.0,,,
0,45SubstitutionNaN210761false,45,Substitution,45,,/players/NaN/,False,False,False,"[{'name': 'Nicolas Mezquida', 'id': '210761', 'profileUrl': '/players/210761/nicolas-mezquida'}, {'name': 'Mauro Rosales', 'id': '30540', 'profileUrl': '/players/30540/mauro-rosales'}]",,/players/undefined/,,,,,,,,,,,,,,1883634,307691.0,,,
1,59SubstitutionNaN169566true,59,Substitution,59,,/players/NaN/,False,True,False,"[{'name': 'Kennedy Igboananike', 'id': '169566', 'profileUrl': '/players/169566/kennedy-igboananike'}, {'name': 'Matt Polster', 'id': '621511', 'profileUrl': '/players/621511/matt-polster'}]",,/players/undefined/,,,,,,,,,,,,,,1883634,6397.0,,,
