,id,usingOptaId,imageUrl,pageUrl,shirt,isHomeTeam,timeSubbedOn,timeSubbedOff,usualPosition,positionRow,role,events,name.firstName,name.lastName,events.sub.subbedOut,match_id,teamid,events.as,events.g,minutesPlayed,shotmap,stats,rating.num,rating.bgcolor,rating.isTop.isTopRating,rating.isTop.isMatchFinished,fantasyScore.bgcolor,teamData.home.id,teamData.home.color,teamData.away.id,teamData.away.color,events.ycrc,events.yc,events.rc,events.og
0,198445,False,https://images.fotmob.com/image_resources/playerimages/198445.png,/players/198445/tony-tchani,6,False,,80.0,2,2,Midfielder,,Tony,Tchani,80.0,1883630,6001.0,,,,,,,,,,,,,,,,,,
1,431896,False,https://images.fotmob.com/image_resources/playerimages/431896.png,/players/431896/wil-trapp,20,False,,,2,2,Midfielder,,Wil,Trapp,,1883630,6001.0,,,,,,,,,,,,,,,,,,
0,351147,False,https://images.fotmob.com/image_resources/playerimages/351147.png,/players/351147/waylon-francis,14,False,,,1,1,Defender,,Waylon,Francis,,1883630,6001.0,,,,,,,,,,,,,,,,,,
1,24167,False,https://images.fotmob.com/image_resources/playerimages/24167.png,/players/24167/emanuel-pogatetz,5,False,,,1,1,Defender,,Emanuel,Pogatetz,,1883630,6001.0,,,,,,,,,,,,,,,,,,
2,70288,False,https://images.fotmob.com/image_resources/playerimages/70288.png,/players/70288/michael-parkhurst,4,False,,,1,1,Defender,,Michael,Parkhurst,,1883630,6001.0,,,,,,,,,,,,,,,,,,
3,158520,False,https://images.fotmob.com/image_resources/playerimages/158520.png,/players/158520/hernan-gustavo-grana,27,False,,,1,1,Defender,,Hernan Gustavo,Grana,,1883630,6001.0,,,,,,,,,,,,,,,,,,
0,195770,False,https://images.fotmob.com/image_resources/playerimages/195770.png,/players/195770/steve-clark,1,False,,,0,0,Keeper,,Steve,Clark,,1883630,6001.0,,,,,,,,,,,,,,,,,,
0,71622,False,https://images.fotmob.com/image_resources/playerimages/71622.png,/players/71622/adam-larsen-kwarasey,12,True,,,0,0,Keeper,,Adam Larsen,Kwarasey,,1883632,307690.0,,,,,,,,,,,,,,,,,,
0,464916,False,https://images.fotmob.com/image_resources/playerimages/464916.png,/players/464916/alvas-elvis-powell,2,True,,,1,1,Defender,,Alvas Elvis,Powell,,1883632,307690.0,,,,,,,,,,,,,,,,,,
1,40092,False,https://images.fotmob.com/image_resources/playerimages/40092.png,/players/40092/nat-borchers,7,True,,,1,1,Defender,,Nat,Borchers,,1883632,307690.0,,,,,,,,,,,,,,,,,,
2,23787,False,https://images.fotmob.com/image_resources/playerimages/23787.png,/players/23787/liam-ridgewell,24,True,,,1,1,Defender,,Liam,Ridgewell,,1883632,307690.0,,,,,,,,,,,,,,,,,,
3,314442,False,https://images.fotmob.com/image_resources/playerimages/314442.png,/players/314442/jorge-villafana,19,True,,,1,1,Defender,,Jorge,Villafana,,1883632,307690.0,,,,,,,,,,,,,,,,,,
0,69973,False,https://images.fotmob.com/image_resources/playerimages/69973.png,/players/69973/jack-jewsbury,13,True,,,2,2,Midfielder,,Jack,Jewsbury,,1883632,307690.0,,,,,,,,,,,,,,,,,,
1,525134,False,https://images.fotmob.com/image_resources/playerimages/525134.png,/players/525134/george-fochive,26,True,,86.0,2,2,Midfielder,,George,Fochive,86.0,1883632,307690.0,,,,,,,,,,,,,,,,,,
0,425783,False,https://images.fotmob.com/image_resources/playerimages/425783.png,/players/425783/dairon-asprilla,11,True,,62.0,2,3,Midfielder,,Dairon,Asprilla,62.0,1883632,307690.0,,,,,,,,,,,,,,,,,,
1,254844,False,https://images.fotmob.com/image_resources/playerimages/254844.png,/players/254844/darlington-nagbe,6,True,,,2,3,Midfielder,,Darlington,Nagbe,,1883632,307690.0,,,,,,,,,,,,,,,,,,
2,168388,False,https://images.fotmob.com/image_resources/playerimages/168388.png,/players/168388/rodney-wallace,22,True,,,2,3,Midfielder,,Rodney,Wallace,,1883632,307690.0,,,,,,,,,,,,,,,,,,
0,253411,False,https://images.fotmob.com/image_resources/playerimages/253411.png,/players/253411/fanendo-adi,9,True,,82,3,5,Attacker,,Fanendo,Adi,82.0,1883632,307690.0,,,,,,,,,,,,,,,,,,
0,282272,False,https://images.fotmob.com/image_resources/playerimages/282272.png,/players/282272/olmes-garcia,13,False,,81.0,3,5,Attacker,,Olmes,Garcia,81.0,1883632,6606.0,,,,,,,,,,,,,,,,,,
1,41564,False,https://images.fotmob.com/image_resources/playerimages/41564.png,/players/41564/alvaro-saborio,15,False,,,3,5,Attacker,,Alvaro,Saborio,,1883632,6606.0,,,,,,,,,,,,,,,,,,
2,190670,False,https://images.fotmob.com/image_resources/playerimages/190670.png,/players/190670/sebastian-jaime,23,False,,64.0,3,5,Attacker,,Sebastian,Jaime,64.0,1883632,6606.0,,,,,,,,,,,,,,,,,,
0,198448,False,https://images.fotmob.com/image_resources/playerimages/198448.png,/players/198448/luis-gil,10,False,,88.0,2,3,Midfielder,,Luis,Gil,88.0,1883632,6606.0,,,,,,,,,,,,,,,,,,
1,49552,False,https://images.fotmob.com/image_resources/playerimages/49552.png,/players/49552/kyle-beckerman,5,False,,,2,3,Midfielder,,Kyle,Beckerman,,1883632,6606.0,,,,,,,,,,,,,,,,,,
2,18594,False,https://images.fotmob.com/image_resources/playerimages/18594.png,/players/18594/javier-damian-morales,11,False,,,2,3,Midfielder,,Javier Damian,Morales,,1883632,6606.0,,,,,,,,,,,,,,,,,,
0,115989,False,https://images.fotmob.com/image_resources/playerimages/115989.png,/players/115989/kenny-mansally,29,False,,,1,1,Defender,,Kenny,Mansally,,1883632,6606.0,,,,,,,,,,,,,,,,,,
1,198450,False,https://images.fotmob.com/image_resources/playerimages/198450.png,/players/198450/chris-schuler,28,False,,,1,1,Defender,,Chris,Schuler,,1883632,6606.0,,,,,,,,,,,,,,,,,,
2,50066,False,https://images.fotmob.com/image_resources/playerimages/50066.png,/players/50066/jamison-olave,4,False,,,1,1,Defender,,Jamison,Olave,,1883632,6606.0,,,,,,,,,,,,,,,,,,
3,116000,False,https://images.fotmob.com/image_resources/playerimages/116000.png,/players/116000/tony-beltran,2,False,,,1,1,Defender,,Tony,Beltran,,1883632,6606.0,,,,,,,,,,,,,,,,,,
0,70336,False,https://images.fotmob.com/image_resources/playerimages/70336.png,/players/70336/nick-rimando,18,False,,,0,0,Keeper,,Nick,Rimando,,1883632,6606.0,,,,,,,,,,,,,,,,,,
0,23600,False,https://images.fotmob.com/image_resources/playerimages/23600.png,/players/23600/donovan-ricketts,1,True,,,0,0,Keeper,,Donovan,Ricketts,,1883627,267810.0,,,,,,,,,,,,,,,,,,
0,554287,False,https://images.fotmob.com/image_resources/playerimages/554287.png,/players/554287/rafael-ramos,27,True,,,1,1,Defender,,Rafael,Ramos,,1883627,267810.0,,,,,,,,,,,,,,,,,,
1,24189,False,https://images.fotmob.com/image_resources/playerimages/24189.png,/players/24189/seb-hines,3,True,,,1,1,Defender,,Seb,Hines,,1883627,267810.0,,,,,,,,,,,,,,,,,,
2,46228,False,https://images.fotmob.com/image_resources/playerimages/46228.png,/players/46228/aurelien-collin,78,True,,,1,1,Defender,,Aurelien,Collin,,1883627,267810.0,,,,,,,,,,,,,,,,,,
3,115944,False,https://images.fotmob.com/image_resources/playerimages/115944.png,/players/115944/brek-shea,20,True,,,1,1,Defender,,Brek,Shea,,1883627,267810.0,,,,,,,,,,,,,,,,,,
0,198398,False,https://images.fotmob.com/image_resources/playerimages/198398.png,/players/198398/amobi-okugo,5,True,,,2,2,Midfielder,,Amobi,Okugo,,1883627,267810.0,,,,,,,,,,,,,,,,,,
1,282158,False,https://images.fotmob.com/image_resources/playerimages/282158.png,/players/282158/cristian-higuita,7,True,,,2,2,Midfielder,,Cristian,Higuita,,1883627,267810.0,,,,,,,,,,,,,,,,,,
0,503719,False,https://images.fotmob.com/image_resources/playerimages/503719.png,/players/503719/kevin-molino,18,True,,,2,3,Midfielder,,Kevin,Molino,,1883627,267810.0,,,,,,,,,,,,,,,,,,
1,41044,False,https://images.fotmob.com/image_resources/playerimages/41044.png,/players/41044/kaka,10,True,,,2,3,Midfielder,,,Kaka,,1883627,267810.0,,,,,,,,,,,,,,,,,,
2,31934,False,https://images.fotmob.com/image_resources/playerimages/31934.png,/players/31934/lewis-neal,24,True,,80.0,2,3,Midfielder,,Lewis,Neal,80.0,1883627,267810.0,,,,,,,,,,,,,,,,,,
0,509314,False,https://images.fotmob.com/image_resources/playerimages/509314.png,/players/509314/carlos-rivas,11,True,,90,3,5,Attacker,,Carlos,Rivas,90.0,1883627,267810.0,,,,,,,,,,,,,,,,,,
0,12245,False,https://images.fotmob.com/image_resources/playerimages/12245.png,/players/12245/adam-nemec,32,False,,89.0,3,5,Attacker,,Adam,Nemec,89.0,1883627,546238.0,,,,,,,,,,,,,,,,,,
1,30909,False,https://images.fotmob.com/image_resources/playerimages/30909.png,/players/30909/david-villa,7,False,,,3,5,Attacker,,David,Villa,,1883627,546238.0,,,,,,,,,,,,,,,,,,
0,69671,False,https://images.fotmob.com/image_resources/playerimages/69671.png,/players/69671/ned-grabavoy,11,False,,,2,3,Midfielder,,Ned,Grabavoy,,1883627,546238.0,,,,,,,,,,,,,,,,,,
1,122055,False,https://images.fotmob.com/image_resources/playerimages/122055.png,/players/122055/mikkel-diskerud,10,False,,88.0,2,3,Midfielder,,Mikkel,Diskerud,88.0,1883627,546238.0,,,,,,,,,,,,,,,,,,
2,113068,False,https://images.fotmob.com/image_resources/playerimages/113068.png,/players/113068/andrew-jacobson,4,False,,,2,3,Midfielder,,Andrew,Jacobson,,1883627,546238.0,,,,,,,,,,,,,,,,,,
3,70321,False,https://images.fotmob.com/image_resources/playerimages/70321.png,/players/70321/mehdi-ballouchy,20,False,,62.0,2,3,Midfielder,,Mehdi,Ballouchy,62.0,1883627,546238.0,,,,,,,,,,,,,,,,,,
0,255654,False,https://images.fotmob.com/image_resources/playerimages/255654.png,/players/255654/jeb-brovsky,5,False,,,1,1,Defender,,Jeb,Brovsky,,1883627,546238.0,,,,,,,,,,,,,,,,,,
1,69466,False,https://images.fotmob.com/image_resources/playerimages/69466.png,/players/69466/chris-wingert,17,False,,,1,1,Defender,,Chris,Wingert,,1883627,546238.0,,,,,,,,,,,,,,,,,,
2,69652,False,https://images.fotmob.com/image_resources/playerimages/69652.png,/players/69652/jason-hernandez,21,False,,,1,1,Defender,,Jason,Hernandez,,1883627,546238.0,,,,,,,,,,,,,,,,,,
3,254999,False,https://images.fotmob.com/image_resources/playerimages/254999.png,/players/254999/josh-williams,13,False,,,1,1,Defender,,Josh,Williams,,1883627,546238.0,,,,,,,,,,,,,,,,,,
0,154962,False,https://images.fotmob.com/image_resources/playerimages/154962.png,/players/154962/josh-saunders,12,False,,,0,0,Keeper,,Josh,Saunders,,1883627,546238.0,,,,,,,,,,,,,,,,,,
0,50656,False,https://images.fotmob.com/image_resources/playerimages/50656.png,/players/50656/luis-marin,1,True,,,0,0,Keeper,,Luis,Marin,,1883628,6604.0,,,,,,,,,,,,,,,,,,
0,621932,False,https://images.fotmob.com/image_resources/playerimages/621932.png,/players/621932/amadou-dia,13,True,,,1,1,Defender,,Amadou,Dia,,1883628,6604.0,,,,,,,,,,,,,,,,,,
1,198461,False,https://images.fotmob.com/image_resources/playerimages/198461.png,/players/198461/ikenna-ike-opara,3,True,,,1,1,Defender,,Ikenna Ike,Opara,,1883628,6604.0,,,,,,,,,,,,,,,,,,
2,168175,False,https://images.fotmob.com/image_resources/playerimages/168175.png,/players/168175/matt-besler,5,True,,,1,1,Defender,,Matt,Besler,,1883628,6604.0,,,,,,,,,,,,,,,,,,
3,198478,False,https://images.fotmob.com/image_resources/playerimages/198478.png,/players/198478/seth-sinovic,15,True,,,1,1,Defender,,Seth,Sinovic,,1883628,6604.0,,,,,,,,,,,,,,,,,,
0,71844,False,https://images.fotmob.com/image_resources/playerimages/71844.png,/players/71844/roger-espinoza,27,True,,,2,2,Midfielder,,Roger,Espinoza,,1883628,6604.0,,,,,,,,,,,,,,,,,,
1,27153,False,https://images.fotmob.com/image_resources/playerimages/27153.png,/players/27153/benny-feilhaber,10,True,,,2,2,Midfielder,,Benny,Feilhaber,,1883628,6604.0,,,,,,,,,,,,,,,,,,
0,168169,False,https://images.fotmob.com/image_resources/playerimages/168169.png,/players/168169/graham-zusi,8,True,,85,2,3,Midfielder,,Graham,Zusi,85.0,1883628,6604.0,,,,,,,,,,,,,,,,,,
1,12386,False,https://images.fotmob.com/image_resources/playerimages/12386.png,/players/12386/krisztian-nemeth,9,True,,77,2,3,Midfielder,,Krisztian,Nemeth,77.0,1883628,6604.0,,,,,,,,,,,,,,,,,,
2,255000,False,https://images.fotmob.com/image_resources/playerimages/255000.png,/players/255000/bernardo-anor,11,True,,61,2,3,Midfielder,,Bernardo,Anor,61.0,1883628,6604.0,,,,,,,,,,,,,,,,,,
0,309797,False,https://images.fotmob.com/image_resources/playerimages/309797.png,/players/309797/dominic-dwyer,14,True,,,3,5,Attacker,,Dominic,Dwyer,,1883628,6604.0,,,,,,,,,,,,,,,,,,
0,34232,False,https://images.fotmob.com/image_resources/playerimages/34232.png,/players/34232/bradley-wright-phillips,99,False,,,3,5,Attacker,,Bradley,Wright-Phillips,,1883628,6514.0,,,,,,,,,,,,,,,,,,
0,164550,False,https://images.fotmob.com/image_resources/playerimages/164550.png,/players/164550/mike-grella,13,False,,68.0,2,3,Midfielder,,Mike,Grella,68.0,1883628,6514.0,,,,,,,,,,,,,,,,,,
1,69653,False,https://images.fotmob.com/image_resources/playerimages/69653.png,/players/69653/sacha-kljestan,16,False,,,2,3,Midfielder,,Sacha,Kljestan,,1883628,6514.0,,,,,,,,,,,,,,,,,,
2,41599,False,https://images.fotmob.com/image_resources/playerimages/41599.png,/players/41599/lloyd-sam,10,False,,,2,3,Midfielder,,Lloyd,Sam,,1883628,6514.0,,,,,,,,,,,,,,,,,,
0,166071,False,https://images.fotmob.com/image_resources/playerimages/166071.png,/players/166071/felipe-martins,22,False,,84.0,2,2,Midfielder,,Felipe,Martins,84.0,1883628,6514.0,,,,,,,,,,,,,,,,,,
1,69698,False,https://images.fotmob.com/image_resources/playerimages/69698.png,/players/69698/dax-mccarty,11,False,,,2,2,Midfielder,,Dax,McCarty,,1883628,6514.0,,,,,,,,,,,,,,,,,,
0,28124,False,https://images.fotmob.com/image_resources/playerimages/28124.png,/players/28124/roy-miller,7,False,,,1,1,Defender,,Roy,Miller,,1883628,6514.0,,,,,,,,,,,,,,,,,,
1,93348,False,https://images.fotmob.com/image_resources/playerimages/93348.png,/players/93348/damien-perrinelle,55,False,,,1,1,Defender,,Damien,Perrinelle,,1883628,6514.0,,,,,,,,,,,,,,,,,,
2,40022,False,https://images.fotmob.com/image_resources/playerimages/40022.png,/players/40022/ronald-zubar,23,False,,77.0,1,1,Defender,,Ronald,Zubar,77.0,1883628,6514.0,,,,,,,,,,,,,,,,,,
3,532765,False,https://images.fotmob.com/image_resources/playerimages/532765.png,/players/532765/chris-duvall,25,False,,,1,1,Defender,,Chris,Duvall,,1883628,6514.0,,,,,,,,,,,,,,,,,,
0,59578,False,https://images.fotmob.com/image_resources/playerimages/59578.png,/players/59578/luis-robles,31,False,,,0,0,Keeper,,Luis,Robles,,1883628,6514.0,,,,,,,,,,,,,,,,,,
0,168176,False,https://images.fotmob.com/image_resources/playerimages/168176.png,/players/168176/stefan-frei,24,True,,,0,0,Keeper,,Stefan,Frei,,1883629,130394.0,,,,,,,,,,,,,,,,,,
0,34230,False,https://images.fotmob.com/image_resources/playerimages/34230.png,/players/34230/tyrone-mears,4,True,,,1,1,Defender,,Tyrone,Mears,,1883629,130394.0,,,,,,,,,,,,,,,,,,
1,69666,False,https://images.fotmob.com/image_resources/playerimages/69666.png,/players/69666/brad-evans,3,True,,,1,1,Defender,,Brad,Evans,,1883629,130394.0,,,,,,,,,,,,,,,,,,
2,69676,False,https://images.fotmob.com/image_resources/playerimages/69676.png,/players/69676/chad-marshall,14,True,,,1,1,Defender,,Chad,Marshall,,1883629,130394.0,,,,,,,,,,,,,,,,,,
3,31059,False,https://images.fotmob.com/image_resources/playerimages/31059.png,/players/31059/leonardo-gonzalez,12,True,,,1,1,Defender,,Leonardo,Gonzalez,,1883629,130394.0,,,,,,,,,,,,,,,,,,
0,111199,False,https://images.fotmob.com/image_resources/playerimages/111199.png,/players/111199/marco-pappa,10,True,,90.0,2,3,Midfielder,,Marco,Pappa,90.0,1883629,130394.0,,,,,,,,,,,,,,,,,,
1,529560,False,https://images.fotmob.com/image_resources/playerimages/529560.png,/players/529560/michael-azira,42,True,,,2,3,Midfielder,,Michael,Azira,,1883629,130394.0,,,,,,,,,,,,,,,,,,
2,31008,False,https://images.fotmob.com/image_resources/playerimages/31008.png,/players/31008/gonzalo-pineda,8,True,,90.0,2,3,Midfielder,,Gonzalo,Pineda,90.0,1883629,130394.0,,,,,,,,,,,,,,,,,,
3,176712,False,https://images.fotmob.com/image_resources/playerimages/176712.png,/players/176712/lamar-neagle,27,True,,83.0,2,3,Midfielder,,Lamar,Neagle,83.0,1883629,130394.0,,,,,,,,,,,,,,,,,,
0,30956,False,https://images.fotmob.com/image_resources/playerimages/30956.png,/players/30956/clint-dempsey,2,True,,,3,5,Attacker,,Clint,Dempsey,,1883629,130394.0,,,,,,,,,,,,,,,,,,
1,37799,False,https://images.fotmob.com/image_resources/playerimages/37799.png,/players/37799/obafemi-martins,9,True,,,3,5,Attacker,,Obafemi,Martins,,1883629,130394.0,,,,,,,,,,,,,,,,,,
0,199297,False,https://images.fotmob.com/image_resources/playerimages/199297.png,/players/199297/juan-agudelo,17,False,,68,3,5,Attacker,,Juan,Agudelo,68.0,1883629,6580.0,,,,,,,,,,,,,,,,,,
0,254966,False,https://images.fotmob.com/image_resources/playerimages/254966.png,/players/254966/diego-fagundez,14,False,,77.0,2,3,Midfielder,,Diego,Fagundez,77.0,1883629,6580.0,,,,,,,,,,,,,,,,,,
1,308827,False,https://images.fotmob.com/image_resources/playerimages/308827.png,/players/308827/kelyn-rowe,11,False,,,2,3,Midfielder,,Kelyn,Rowe,,1883629,6580.0,,,,,,,,,,,,,,,,,,
2,198471,False,https://images.fotmob.com/image_resources/playerimages/198471.png,/players/198471/teal-bunbury,10,False,,,2,3,Midfielder,,Teal,Bunbury,,1883629,6580.0,,,,,,,,,,,,,,,,,,
0,431645,False,https://images.fotmob.com/image_resources/playerimages/431645.png,/players/431645/scott-caldwell,6,False,,,2,2,Midfielder,,Scott,Caldwell,,1883629,6580.0,,,,,,,,,,,,,,,,,,
1,70273,False,https://images.fotmob.com/image_resources/playerimages/70273.png,/players/70273/andy-dorman,12,False,,57.0,2,2,Midfielder,,Andy,Dorman,57.0,1883629,6580.0,,,,,,,,,,,,,,,,,,
0,130462,False,https://images.fotmob.com/image_resources/playerimages/130462.png,/players/130462/chris-tierney,8,False,,,1,1,Defender,,Chris,Tierney,,1883629,6580.0,,,,,,,,,,,,,,,,,,
1,32589,False,https://images.fotmob.com/image_resources/playerimages/32589.png,/players/32589/jose-goncalves,23,False,,,1,1,Defender,,Jose,Goncalves,,1883629,6580.0,,,,,,,,,,,,,,,,,,
2,431646,False,https://images.fotmob.com/image_resources/playerimages/431646.png,/players/431646/andrew-farrell,2,False,,,1,1,Defender,,Andrew,Farrell,,1883629,6580.0,,,,,,,,,,,,,,,,,,
3,168163,False,https://images.fotmob.com/image_resources/playerimages/168163.png,/players/168163/kevin-alston,30,False,,,1,1,Defender,,Kevin,Alston,,1883629,6580.0,,,,,,,,,,,,,,,,,,
0,176027,False,https://images.fotmob.com/image_resources/playerimages/176027.png,/players/176027/bobby-shuttleworth,22,False,,,0,0,Keeper,,Bobby,Shuttleworth,,1883629,6580.0,,,,,,,,,,,,,,,,,,
0,168183,False,https://images.fotmob.com/image_resources/playerimages/168183.png,/players/168183/tyler-deric,1,True,,,0,0,Keeper,,Tyler,Deric,,1894252,8259.0,,,,,,,,,,,,,,,,,,
0,254830,False,https://images.fotmob.com/image_resources/playerimages/254830.png,/players/254830/kofi-sarkodie,2,True,,,1,1,Defender,,Kofi,Sarkodie,,1894252,8259.0,,,,,,,,,,,,,,,,,,
1,128292,False,https://images.fotmob.com/image_resources/playerimages/128292.png,/players/128292/david-horst,18,True,,,1,1,Defender,,David,Horst,,1894252,8259.0,,,,,,,,,,,,,,,,,,
2,254832,False,https://images.fotmob.com/image_resources/playerimages/254832.png,/players/254832/jermaine-taylor,4,True,,,1,1,Defender,,Jermaine,Taylor,,1894252,8259.0,,,,,,,,,,,,,,,,,,
3,38837,False,https://images.fotmob.com/image_resources/playerimages/38837.png,/players/38837/damarcus-beasley,7,True,,,1,1,Defender,,DaMarcus,Beasley,,1894252,8259.0,,,,,,,,,,,,,,,,,,
0,426408,False,https://images.fotmob.com/image_resources/playerimages/426408.png,/players/426408/leonel-ariel-miranda,33,True,,53.0,2,3,Midfielder,,Leonel Ariel,Miranda,53.0,1894252,8259.0,,,,,,,,,,,,,,,,,,
1,335493,False,https://images.fotmob.com/image_resources/playerimages/335493.png,/players/335493/luis-garrido,8,True,,,2,3,Midfielder,,Luis,Garrido,,1894252,8259.0,,,,,,,,,,,,,,,,,,
2,49550,False,https://images.fotmob.com/image_resources/playerimages/49550.png,/players/49550/ricardo-a.-clark,13,True,,,2,3,Midfielder,,Ricardo A.,Clark,,1894252,8259.0,,,,,,,,,,,,,,,,,,
3,69740,False,https://images.fotmob.com/image_resources/playerimages/69740.png,/players/69740/brad-davis,11,True,,,2,3,Midfielder,,Brad,Davis,,1894252,8259.0,,,,,,,,,,,,,,,,,,
0,198744,False,https://images.fotmob.com/image_resources/playerimages/198744.png,/players/198744/boniek-garcia,27,True,,83.0,3,5,Attacker,,Boniek,Garcia,83.0,1894252,8259.0,,,,,,,,,,,,,,,,,,
1,23019,False,https://images.fotmob.com/image_resources/playerimages/23019.png,/players/23019/giles-barnes,10,True,,,3,5,Attacker,,Giles,Barnes,,1894252,8259.0,,,,,,,,,,,,,,,,,,
0,509314,False,https://images.fotmob.com/image_resources/playerimages/509314.png,/players/509314/carlos-rivas,11,False,,54,3,5,Attacker,,Carlos,Rivas,54.0,1894252,267810.0,,,,,,,,,,,,,,,,,,
0,31934,False,https://images.fotmob.com/image_resources/playerimages/31934.png,/players/31934/lewis-neal,24,False,,,2,3,Midfielder,,Lewis,Neal,,1894252,267810.0,,,,,,,,,,,,,,,,,,
1,41044,False,https://images.fotmob.com/image_resources/playerimages/41044.png,/players/41044/kaka,10,False,,82.0,2,3,Midfielder,,,Kaka,82.0,1894252,267810.0,,,,,,,,,,,,,,,,,,
2,503719,False,https://images.fotmob.com/image_resources/playerimages/503719.png,/players/503719/kevin-molino,18,False,,,2,3,Midfielder,,Kevin,Molino,,1894252,267810.0,,,,,,,,,,,,,,,,,,
0,502562,False,https://images.fotmob.com/image_resources/playerimages/502562.png,/players/502562/darwin-ceren,17,False,,,2,2,Midfielder,,Darwin,Ceren,,1894252,267810.0,,,,,,,,,,,,,,,,,,
1,198398,False,https://images.fotmob.com/image_resources/playerimages/198398.png,/players/198398/amobi-okugo,5,False,,,2,2,Midfielder,,Amobi,Okugo,,1894252,267810.0,,,,,,,,,,,,,,,,,,
0,115944,False,https://images.fotmob.com/image_resources/playerimages/115944.png,/players/115944/brek-shea,20,False,,,1,1,Defender,,Brek,Shea,,1894252,267810.0,,,,,,,,,,,,,,,,,,
1,24189,False,https://images.fotmob.com/image_resources/playerimages/24189.png,/players/24189/seb-hines,3,False,,,1,1,Defender,,Seb,Hines,,1894252,267810.0,,,,,,,,,,,,,,,,,,
2,34281,False,https://images.fotmob.com/image_resources/playerimages/34281.png,/players/34281/sean-st.-ledger,4,False,,,1,1,Defender,,Sean St.,Ledger,,1894252,267810.0,,,,,,,,,,,,,,,,,,
3,554287,False,https://images.fotmob.com/image_resources/playerimages/554287.png,/players/554287/rafael-ramos,27,False,,,1,1,Defender,,Rafael,Ramos,,1894252,267810.0,,,,,,,,,,,,,,,,,,
